Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
2018,Assassination Nation,31.56,646,below_avg,Horror
2018,Assassination Nation,31.56,646,below_avg,Comedy
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Mystery
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Animation
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Comedy
2009,Scooby-Doo! The Mystery Begins,31.559,539,below_avg,Fantasy
2016,Captain Fantastic,31.548,5310,popular,Adventure
2016,Captain Fantastic,31.548,5310,popular,Drama
2002,Ghost Ship,31.542,1843,not_popular,Horror
2002,Ghost Ship,31.542,1843,not_popular,Mystery
2002,Ghost Ship,31.542,1843,not_popular,Thriller
2014,Age of Tomorrow,31.533,53,not_popular,Thriller
2014,Age of Tomorrow,31.533,53,not_popular,Science Fiction
2014,Age of Tomorrow,31.533,53,not_popular,Action
1996,The Rock,31.527,3624,average,Action
1996,The Rock,31.527,3624,average,Adventure
1996,The Rock,31.527,3624,average,Thriller
2018,Mobile Suit Gundam Narrative,31.519,7,popular,Animation
2018,Mobile Suit Gundam Narrative,31.519,7,popular,Science Fiction
2018,Mobile Suit Gundam Narrative,31.519,7,popular,Action
1978,The Lord of the Rings,31.516,637,average,Adventure
1978,The Lord of the Rings,31.516,637,average,Animation
1978,The Lord of the Rings,31.516,637,average,Fantasy
2008,L: change the WorLd,31.491,196,not_popular,Fantasy
2008,L: change the WorLd,31.491,196,not_popular,Action
2008,L: change the WorLd,31.491,196,not_popular,Thriller
2008,L: change the WorLd,31.491,196,not_popular,Science Fiction
2008,L: change the WorLd,31.491,196,not_popular,Mystery
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,average,Action
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,average,Animation
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,average,Adventure
2008,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",31.472,92,average,Comedy
2011,Batman: Year One,31.454,703,popular,Action
2011,Batman: Year One,31.454,703,popular,Animation
2011,Batman: Year One,31.454,703,popular,Crime
2011,Batman: Year One,31.454,703,popular,Science Fiction
2019,The Other Side of Heaven 2: Fire of Faith,31.432,7,not_popular,Adventure
2019,The Other Side of Heaven 2: Fire of Faith,31.432,7,not_popular,Drama
2011,Hoodwinked Too! Hood VS. Evil,31.424,438,not_popular,Comedy
2011,Hoodwinked Too! Hood VS. Evil,31.424,438,not_popular,Animation
2011,Hoodwinked Too! Hood VS. Evil,31.424,438,not_popular,Family
2020,The Lost Prince,31.413,277,not_popular,Fantasy
2020,The Lost Prince,31.413,277,not_popular,Adventure
2020,The Lost Prince,31.413,277,not_popular,Comedy
2012,Stolen,31.399,818,not_popular,Action
2012,Stolen,31.399,818,not_popular,Crime
2012,Stolen,31.399,818,not_popular,Thriller
2021,Freaks Out,31.395,372,popular,Adventure
2021,Freaks Out,31.395,372,popular,Action
2021,Freaks Out,31.395,372,popular,Science Fiction
2016,Viking,31.389,120,not_popular,History
2016,Viking,31.389,120,not_popular,Action
2016,Viking,31.389,120,not_popular,Drama
1999,Wishmaster 2: Evil Never Dies,31.383,184,not_popular,Fantasy
1999,Wishmaster 2: Evil Never Dies,31.383,184,not_popular,Horror
2021,Caught by a Wave,31.381,184,average,Drama
2021,Caught by a Wave,31.381,184,average,Romance
1978,Death on the Nile,31.381,514,average,Mystery
2019,Murder Mystery,31.379,3190,below_avg,Comedy
1992,Doraemon: Nobita and the Kingdom of Clouds,31.356,16,average,Animation
2005,The Island,31.354,4443,average,Action
2005,The Island,31.354,4443,average,Thriller
2005,The Island,31.354,4443,average,Science Fiction
2005,The Island,31.354,4443,average,Adventure
2004,50 First Dates,31.345,5959,average,Comedy
2004,50 First Dates,31.345,5959,average,Romance
1987,The Running Man,31.345,1753,below_avg,Action
1987,The Running Man,31.345,1753,below_avg,Science Fiction
1987,The Running Man,31.345,1753,below_avg,Thriller
2002,Dragonfly,31.34,677,below_avg,Thriller
2002,Dragonfly,31.34,677,below_avg,Fantasy
2014,The Monuments Men,31.339,3030,below_avg,War
2014,The Monuments Men,31.339,3030,below_avg,Drama
2014,The Monuments Men,31.339,3030,below_avg,History
2014,The Monuments Men,31.339,3030,below_avg,Action
2009,The Descent: Part 2,31.335,804,not_popular,Adventure
2009,The Descent: Part 2,31.335,804,not_popular,Horror
2009,The Descent: Part 2,31.335,804,not_popular,Thriller
2014,Birdman or (The Unexpected Virtue of Ignorance),31.334,11108,popular,Drama
2014,Birdman or (The Unexpected Virtue of Ignorance),31.334,11108,popular,Comedy
2002,Irreversible,31.332,2041,popular,Drama
2002,Irreversible,31.332,2041,popular,Thriller
2002,Irreversible,31.332,2041,popular,Crime
2002,Irreversible,31.332,2041,popular,Mystery
2015,Regular Show: The Movie,31.325,257,popular,Animation
2015,Regular Show: The Movie,31.325,257,popular,Comedy
2015,Regular Show: The Movie,31.325,257,popular,Science Fiction
2015,Regular Show: The Movie,31.325,257,popular,TV Movie
1987,Near Dark,31.325,494,average,Horror
2021,Megalodon Rising,31.317,78,average,Action
2021,Megalodon Rising,31.317,78,average,Science Fiction
2022,Jeepers Creepers: Reborn,31.294,1,not_popular,Horror
2022,Jeepers Creepers: Reborn,31.294,1,not_popular,Thriller
2021,A Writer's Odyssey,31.294,130,popular,Drama
2021,A Writer's Odyssey,31.294,130,popular,Action
2021,A Writer's Odyssey,31.294,130,popular,Fantasy
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,popular,Animation
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,popular,Science Fiction
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,popular,Action
2012,Evangelion: 3.0 You Can (Not) Redo,31.29,521,popular,Drama
1978,Drunken Master,31.286,669,popular,Action
1978,Drunken Master,31.286,669,popular,Comedy
1998,Dark City,31.277,2126,popular,Mystery
1998,Dark City,31.277,2126,popular,Science Fiction
2016,The Handmaiden,31.27,2592,popular,Thriller
2016,The Handmaiden,31.27,2592,popular,Drama
2016,The Handmaiden,31.27,2592,popular,Romance
2015,Daddy's Home,31.258,2594,below_avg,Comedy
1993,Hard Target,31.247,826,below_avg,Action
2011,Red Riding Hood,31.243,2717,below_avg,Fantasy
2011,Red Riding Hood,31.243,2717,below_avg,Thriller
2011,Red Riding Hood,31.243,2717,below_avg,Horror
2018,The Favourite,31.201,4306,popular,Drama
2018,The Favourite,31.201,4306,popular,Comedy
2017,CHiPS,31.198,1035,below_avg,Action
2017,CHiPS,31.198,1035,below_avg,Comedy
2017,CHiPS,31.198,1035,below_avg,Crime
2017,Camp Cool Kids,31.193,28,not_popular,Family
1994,New Nightmare,31.19,1018,below_avg,Horror
1994,New Nightmare,31.19,1018,below_avg,Mystery
1994,New Nightmare,31.19,1018,below_avg,Fantasy
1999,Wild Wild West,31.173,2735,not_popular,Action
1999,Wild Wild West,31.173,2735,not_popular,Adventure
1999,Wild Wild West,31.173,2735,not_popular,Comedy
1999,Wild Wild West,31.173,2735,not_popular,Science Fiction
1999,Wild Wild West,31.173,2735,not_popular,Western
2015,In the Heart of the Sea,31.169,3367,average,Thriller
2015,In the Heart of the Sea,31.169,3367,average,Drama
2015,In the Heart of the Sea,31.169,3367,average,Adventure
2015,In the Heart of the Sea,31.169,3367,average,Action
2015,In the Heart of the Sea,31.169,3367,average,History
2008,Slumdog Millionaire,31.142,8839,popular,Drama
2008,Slumdog Millionaire,31.142,8839,popular,Romance
2021,The Woman in the Window,31.137,1416,below_avg,Drama
2021,The Woman in the Window,31.137,1416,below_avg,Crime
2021,The Woman in the Window,31.137,1416,below_avg,Mystery
2021,The Woman in the Window,31.137,1416,below_avg,Thriller
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,popular,Animation
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,popular,Science Fiction
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,popular,Action
2007,Evangelion: 1.0 You Are (Not) Alone,31.13,626,popular,Drama
1985,Commando,31.122,2104,average,Action
1985,Commando,31.122,2104,average,Adventure
1985,Commando,31.122,2104,average,Thriller
1995,Joseph,31.119,120,popular,Drama
1995,Joseph,31.119,120,popular,History
2022,The Last Mark,31.118,1,not_popular,Action
2022,The Last Mark,31.118,1,not_popular,Thriller
2006,Open Season,31.114,2159,below_avg,Animation
2006,Open Season,31.114,2159,below_avg,Family
2006,Open Season,31.114,2159,below_avg,Adventure
2006,Open Season,31.114,2159,below_avg,Comedy
2009,Barbie Presents: Thumbelina,31.111,371,average,Animation
2009,Barbie Presents: Thumbelina,31.111,371,average,Family
2000,Snatch,31.103,7192,popular,Crime
2000,Snatch,31.103,7192,popular,Comedy
1993,Groundhog Day,31.102,6219,popular,Romance
1993,Groundhog Day,31.102,6219,popular,Fantasy
1993,Groundhog Day,31.102,6219,popular,Drama
1993,Groundhog Day,31.102,6219,popular,Comedy
2020,The Lego Star Wars Holiday Special,31.097,226,average,Animation
2020,The Lego Star Wars Holiday Special,31.097,226,average,Family
2020,The Lego Star Wars Holiday Special,31.097,226,average,Adventure
2020,The Lego Star Wars Holiday Special,31.097,226,average,Comedy
2020,The Lego Star Wars Holiday Special,31.097,226,average,Science Fiction
2004,National Treasure,31.091,5146,average,Adventure
2004,National Treasure,31.091,5146,average,Action
2004,National Treasure,31.091,5146,average,Thriller
2004,National Treasure,31.091,5146,average,Mystery
2007,American Gangster,31.088,4260,popular,Drama
2007,American Gangster,31.088,4260,popular,Crime
2012,Fucking Different XXX,31.085,8,below_avg,Drama
2015,Momentum,31.084,436,not_popular,Action
2015,Momentum,31.084,436,not_popular,Crime
2015,Momentum,31.084,436,not_popular,Thriller
2021,Jurassic World: Dominion - Prologue,31.071,1,not_popular,Science Fiction
2021,Jurassic World: Dominion - Prologue,31.071,1,not_popular,Action
2012,Man on a Ledge,31.06,2125,below_avg,Action
2012,Man on a Ledge,31.06,2125,below_avg,Thriller
2012,Man on a Ledge,31.06,2125,below_avg,Crime
2015,The Man with the Iron Fists 2,31.045,196,not_popular,Action
2017,Bring It On: Worldwide #Cheersmack,31.042,193,below_avg,Comedy
2017,Bring It On: Worldwide #Cheersmack,31.042,193,below_avg,Romance
2001,Talk Sex,31.039,11,not_popular,Romance
2001,Talk Sex,31.039,11,not_popular,Drama
2014,Brick Mansions,31.038,1281,not_popular,Action
2014,Brick Mansions,31.038,1281,not_popular,Crime
2014,Brick Mansions,31.038,1281,not_popular,Drama
2007,The Legend of the Nahuala,31.021,127,popular,Animation
2007,The Legend of the Nahuala,31.021,127,popular,Family
2007,The Legend of the Nahuala,31.021,127,popular,Fantasy
1986,Stand by Me,31.006,4477,popular,Crime
1986,Stand by Me,31.006,4477,popular,Drama
2010,Valentine's Day,31.0,2645,not_popular,Comedy
2010,Valentine's Day,31.0,2645,not_popular,Romance
2010,You Again,30.979,1062,below_avg,Comedy
2010,You Again,30.979,1062,below_avg,Romance
2013,Witching & Bitching,30.976,520,below_avg,Comedy
2013,Witching & Bitching,30.976,520,below_avg,Horror
2012,Silent Hill: Revelation 3D,30.962,1267,not_popular,Thriller
2012,Silent Hill: Revelation 3D,30.962,1267,not_popular,Horror
2012,Silent Hill: Revelation 3D,30.962,1267,not_popular,Mystery
1993,Hocus Pocus,30.962,2082,average,Comedy
1993,Hocus Pocus,30.962,2082,average,Family
1993,Hocus Pocus,30.962,2082,average,Fantasy
2020,2067,30.958,589,not_popular,Science Fiction
2020,2067,30.958,589,not_popular,Thriller
2015,The Little Prince,30.957,2328,popular,Adventure
2015,The Little Prince,30.957,2328,popular,Animation
2015,The Little Prince,30.957,2328,popular,Fantasy
2015,The Little Prince,30.957,2328,popular,Family
1961,West Side Story,30.947,1439,popular,Crime
1961,West Side Story,30.947,1439,popular,Drama
1961,West Side Story,30.947,1439,popular,Romance
2016,Mike and Dave Need Wedding Dates,30.946,2145,below_avg,Comedy
2016,Patriots Day,30.913,2129,average,Action
2016,Patriots Day,30.913,2129,average,Crime
2016,Patriots Day,30.913,2129,average,Drama
2016,Patriots Day,30.913,2129,average,History
2016,Patriots Day,30.913,2129,average,Thriller
2016,The Black Devil and the White Prince,30.911,66,popular,Comedy
2016,The Black Devil and the White Prince,30.911,66,popular,Romance
2018,Leprechaun Returns,30.909,239,below_avg,Horror
2018,Leprechaun Returns,30.909,239,below_avg,Fantasy
2018,Leprechaun Returns,30.909,239,below_avg,Comedy
1982,Tron,30.906,1707,average,Science Fiction
1982,Tron,30.906,1707,average,Action
1982,Tron,30.906,1707,average,Adventure
2018,The Debt Collector,30.905,145,not_popular,Action
1993,Tombstone,30.903,1512,popular,Western
1993,Tombstone,30.903,1512,popular,Action
2004,EuroTrip,30.903,1940,below_avg,Comedy
2017,Jungle,30.886,1513,below_avg,Adventure
2017,Jungle,30.886,1513,below_avg,Drama
2017,Jungle,30.886,1513,below_avg,Thriller
2013,Barbie Mariposa & the Fairy Princess,30.879,234,average,Animation
2013,Barbie Mariposa & the Fairy Princess,30.879,234,average,Family
2013,Barbie Mariposa & the Fairy Princess,30.879,234,average,Fantasy
2019,El Camino: A Breaking Bad Movie,30.872,3670,average,Crime
2019,El Camino: A Breaking Bad Movie,30.872,3670,average,Drama
2019,El Camino: A Breaking Bad Movie,30.872,3670,average,Thriller
2019,El Camino: A Breaking Bad Movie,30.872,3670,average,Action
2000,Big Momma's House,30.867,1849,not_popular,Crime
2000,Big Momma's House,30.867,1849,not_popular,Comedy
2016,Ride Along 2,30.86,1382,below_avg,Action
2016,Ride Along 2,30.86,1382,below_avg,Comedy
2018,The Quake,30.855,514,average,Action
2018,The Quake,30.855,514,average,Thriller
2014,Planes: Fire & Rescue,30.848,657,below_avg,Animation
2014,Planes: Fire & Rescue,30.848,657,below_avg,Comedy
2014,Planes: Fire & Rescue,30.848,657,below_avg,Adventure
2014,Planes: Fire & Rescue,30.848,657,below_avg,Family
2007,Ben 10: Secret of the Omnitrix,30.838,155,popular,Animation
2007,Ben 10: Secret of the Omnitrix,30.838,155,popular,Science Fiction
2007,Ben 10: Secret of the Omnitrix,30.838,155,popular,Family
1987,Evil Dead II,30.826,2232,popular,Horror
1987,Evil Dead II,30.826,2232,popular,Comedy
1987,Evil Dead II,30.826,2232,popular,Fantasy
2015,X-Rated: The Greatest Adult Movies of All Time,30.813,117,not_popular,Documentary
2015,Ip Man 3,30.811,1290,average,Action
2015,Ip Man 3,30.811,1290,average,Drama
2015,Ip Man 3,30.811,1290,average,History
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,popular,Animation
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,popular,Action
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,popular,Science Fiction
2010,Superman/Shazam!: The Return of Black Adam,30.786,491,popular,Fantasy
1998,The Mask of Zorro,30.785,3263,below_avg,Action
1998,The Mask of Zorro,30.785,3263,below_avg,Adventure
2021,Row 19,30.781,4,not_popular,Horror
2013,General Cemetery,30.781,36,average,Horror
2016,Wildflower,30.773,24,not_popular,Thriller
2016,Wildflower,30.773,24,not_popular,Drama
2021,Dancing Queens,30.762,69,not_popular,Comedy
2021,Dancing Queens,30.762,69,not_popular,Drama
2014,Harmonie,30.753,19,average,Animation
2014,Harmonie,30.753,19,average,Drama
2015,Do You Believe?,30.747,106,average,Fantasy
2015,Do You Believe?,30.747,106,average,Drama
1968,Planet of the Apes,30.747,2593,popular,Science Fiction
1968,Planet of the Apes,30.747,2593,popular,Adventure
1968,Planet of the Apes,30.747,2593,popular,Drama
1968,Planet of the Apes,30.747,2593,popular,Action
2011,Mars Needs Moms,30.73,529,below_avg,Adventure
2011,Mars Needs Moms,30.73,529,below_avg,Animation
2011,Mars Needs Moms,30.73,529,below_avg,Family
2016,Monster Trucks,30.727,682,below_avg,Action
2016,Monster Trucks,30.727,682,below_avg,Comedy
2016,Monster Trucks,30.727,682,below_avg,Science Fiction
2010,Avatar: Creating the World of Pandora,30.721,15,average,Documentary
2009,Moon,30.718,4605,popular,Science Fiction
2009,Moon,30.718,4605,popular,Drama
2021,Justin Bieber: Our World,30.71,16,popular,Music
2021,Justin Bieber: Our World,30.71,16,popular,Documentary
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,Adventure
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,Drama
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,Action
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,History
1999,The Messenger: The Story of Joan of Arc,30.707,1127,below_avg,War
2002,Jackass: The Movie,30.705,1154,below_avg,Comedy
2002,Jackass: The Movie,30.705,1154,below_avg,Action
2002,Jackass: The Movie,30.705,1154,below_avg,Documentary
2019,What Men Want,30.703,1103,below_avg,Comedy
2019,What Men Want,30.703,1103,below_avg,Romance
2000,What Women Want,30.686,3164,below_avg,Comedy
2000,What Women Want,30.686,3164,below_avg,Romance
1971,Diamonds Are Forever,30.668,1540,below_avg,Adventure
1971,Diamonds Are Forever,30.668,1540,below_avg,Action
1971,Diamonds Are Forever,30.668,1540,below_avg,Thriller
2016,Throne of Elves,30.661,141,popular,Fantasy
2016,Throne of Elves,30.661,141,popular,Animation
2016,Throne of Elves,30.661,141,popular,Family
2009,District 13: Ultimatum,30.656,903,below_avg,Action
2009,District 13: Ultimatum,30.656,903,below_avg,Thriller
2009,District 13: Ultimatum,30.656,903,below_avg,Crime
2011,Contagion,30.647,5001,average,Drama
2011,Contagion,30.647,5001,average,Thriller
2011,Contagion,30.647,5001,average,Science Fiction
2005,Cheaper by the Dozen 2,30.639,1685,below_avg,Comedy
2005,Cheaper by the Dozen 2,30.639,1685,below_avg,Family
2005,Cheaper by the Dozen 2,30.639,1685,below_avg,Adventure
1992,FernGully: The Last Rainforest,30.633,442,below_avg,Family
1992,FernGully: The Last Rainforest,30.633,442,below_avg,Fantasy
1992,FernGully: The Last Rainforest,30.633,442,below_avg,Animation
1992,FernGully: The Last Rainforest,30.633,442,below_avg,Adventure
2020,Reaptown,30.627,8,not_popular,Horror
2020,Reaptown,30.627,8,not_popular,Thriller
2020,Reaptown,30.627,8,not_popular,Mystery
2007,Pokémon: The Rise of Darkrai,30.619,197,average,Family
2007,Pokémon: The Rise of Darkrai,30.619,197,average,Adventure
2007,Pokémon: The Rise of Darkrai,30.619,197,average,Animation
2007,Pokémon: The Rise of Darkrai,30.619,197,average,Fantasy
2007,Pokémon: The Rise of Darkrai,30.619,197,average,Action
2008,Speed Racer,30.61,1176,below_avg,Family
2008,Speed Racer,30.61,1176,below_avg,Action
2008,Speed Racer,30.61,1176,below_avg,Adventure
2008,Speed Racer,30.61,1176,below_avg,Comedy
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,average,Animation
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,average,Family
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,average,Adventure
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,average,Fantasy
1998,Pokémon: The First Movie - Mewtwo Strikes Back,30.607,1131,average,Action
2018,Searching,30.597,3052,popular,Thriller
2018,Searching,30.597,3052,popular,Mystery
2018,Searching,30.597,3052,popular,Drama
2020,The 100 Candles Game,30.593,84,not_popular,Horror
2010,Camp Rock 2: The Final Jam,30.589,1329,below_avg,Comedy
2010,Camp Rock 2: The Final Jam,30.589,1329,below_avg,Music
2010,Camp Rock 2: The Final Jam,30.589,1329,below_avg,TV Movie
2017,Acts of Vengeance,30.563,437,not_popular,Thriller
2017,Acts of Vengeance,30.563,437,not_popular,Action
2017,Acts of Vengeance,30.563,437,not_popular,Drama
2007,No Country for Old Men,30.562,9478,popular,Crime
2007,No Country for Old Men,30.562,9478,popular,Drama
2007,No Country for Old Men,30.562,9478,popular,Thriller
2012,The Lucky One,30.554,2980,average,Drama
2012,The Lucky One,30.554,2980,average,Romance
2016,New Initial D the Movie - Legend 3: Dream,30.55,39,popular,Action
2016,New Initial D the Movie - Legend 3: Dream,30.55,39,popular,Animation
2016,New Initial D the Movie - Legend 3: Dream,30.55,39,popular,Drama
2016,How to Be Single,30.528,2809,below_avg,Comedy
2016,How to Be Single,30.528,2809,below_avg,Romance
2009,Surrogates,30.527,2577,below_avg,Science Fiction
2009,Surrogates,30.527,2577,below_avg,Action
2009,Surrogates,30.527,2577,below_avg,Thriller
1973,Enter the Dragon,30.52,1380,popular,Action
1975,One Flew Over the Cuckoo's Nest,30.508,8415,popular,Drama
1994,The Land Before Time: The Great Valley Adventure,30.498,456,below_avg,Animation
1994,The Land Before Time: The Great Valley Adventure,30.498,456,below_avg,Adventure
1994,The Land Before Time: The Great Valley Adventure,30.498,456,below_avg,Family
2021,Bliss,30.494,454,not_popular,Science Fiction
2021,Bliss,30.494,454,not_popular,Romance
2021,Bliss,30.494,454,not_popular,Drama
2016,The Light Between Oceans,30.48,1176,average,Drama
2016,The Light Between Oceans,30.48,1176,average,Romance
2021,Dear Rider: The Jake Burton Story,30.475,7,not_popular,Documentary
2009,Prison Break: The Final Break,30.471,510,popular,Action
2009,Prison Break: The Final Break,30.471,510,popular,Drama
2009,Prison Break: The Final Break,30.471,510,popular,Thriller
2013,Captain Phillips,30.471,5704,popular,Action
2013,Captain Phillips,30.471,5704,popular,Drama
2013,Captain Phillips,30.471,5704,popular,Thriller
2006,A Movie of Eggs,30.454,238,popular,Animation
2006,A Movie of Eggs,30.454,238,popular,Comedy
2005,Wallace & Gromit: The Curse of the Were-Rabbit,30.447,2072,average,Adventure
2005,Wallace & Gromit: The Curse of the Were-Rabbit,30.447,2072,average,Animation
2005,Wallace & Gromit: The Curse of the Were-Rabbit,30.447,2072,average,Comedy
2005,Wallace & Gromit: The Curse of the Were-Rabbit,30.447,2072,average,Family
2003,Peter Pan,30.438,2191,popular,Adventure
2003,Peter Pan,30.438,2191,popular,Fantasy
2003,Peter Pan,30.438,2191,popular,Family
2013,Mama,30.424,3506,below_avg,Horror
1959,The Diary of Anne Frank,30.411,277,popular,Drama
1959,The Diary of Anne Frank,30.411,277,popular,History
2017,Trolls Holiday,30.404,396,average,Adventure
2017,Trolls Holiday,30.404,396,average,Animation
2017,Trolls Holiday,30.404,396,average,Family
2017,Trolls Holiday,30.404,396,average,Fantasy
1993,Jurassic Park,30.4,13222,popular,Adventure
1993,Jurassic Park,30.4,13222,popular,Science Fiction
1993,The Good Son,30.389,730,average,Thriller
1999,Cruel Intentions,30.377,2554,average,Drama
1999,Cruel Intentions,30.377,2554,average,Romance
2009,Planet 51,30.372,1647,not_popular,Family
2009,Planet 51,30.372,1647,not_popular,Comedy
2009,Planet 51,30.372,1647,not_popular,Science Fiction
2009,Planet 51,30.372,1647,not_popular,Adventure
2009,Planet 51,30.372,1647,not_popular,Animation
1984,Police Academy,30.334,2017,average,Comedy
1984,Police Academy,30.334,2017,average,Crime
2009,Fantastic Mr. Fox,30.315,3967,popular,Adventure
2009,Fantastic Mr. Fox,30.315,3967,popular,Animation
2009,Fantastic Mr. Fox,30.315,3967,popular,Comedy
2009,Fantastic Mr. Fox,30.315,3967,popular,Family
2016,Risen,30.303,657,below_avg,Drama
2016,Risen,30.303,657,below_avg,History
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Adventure
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Fantasy
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Animation
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Action
2000,Pokémon 3: The Movie - Spell of the Unown,30.3,483,below_avg,Family
2017,All Saints,30.292,45,below_avg,Drama
2017,All Saints,30.292,45,below_avg,Comedy
2017,Immortal Demon Slayer,30.252,117,popular,Fantasy
2017,Immortal Demon Slayer,30.252,117,popular,Action
2017,Immortal Demon Slayer,30.252,117,popular,Adventure
2021,Azor,30.244,27,below_avg,Drama
2021,Azor,30.244,27,below_avg,Thriller
2017,Wish Upon,30.242,1086,not_popular,Horror
2017,Wish Upon,30.242,1086,not_popular,Thriller
2017,Wish Upon,30.242,1086,not_popular,Fantasy
2015,Tremors 5: Bloodlines,30.241,304,not_popular,Action
2015,Tremors 5: Bloodlines,30.241,304,not_popular,Adventure
2015,Tremors 5: Bloodlines,30.241,304,not_popular,Comedy
2015,Tremors 5: Bloodlines,30.241,304,not_popular,Horror
2015,Tremors 5: Bloodlines,30.241,304,not_popular,Science Fiction
2020,The Banker,30.238,530,popular,Drama
2014,Rage,30.23,612,not_popular,Action
2014,Rage,30.23,612,not_popular,Crime
2014,Rage,30.23,612,not_popular,Thriller
2013,The Host,30.228,3531,below_avg,Action
2013,The Host,30.228,3531,below_avg,Adventure
2013,The Host,30.228,3531,below_avg,Romance
2013,The Host,30.228,3531,below_avg,Science Fiction
2013,The Host,30.228,3531,below_avg,Thriller
1993,Return of the Living Dead III,30.227,618,average,Science Fiction
1993,Return of the Living Dead III,30.227,618,average,Horror
2019,Lady and the Tramp,30.219,1282,popular,Family
2019,Lady and the Tramp,30.219,1282,popular,Romance
2019,Lady and the Tramp,30.219,1282,popular,Comedy
2013,The Book of Esther,30.217,12,below_avg,Drama
2006,Death Note: The Last Name,30.217,351,average,Fantasy
2006,Death Note: The Last Name,30.217,351,average,Thriller
2006,Death Note: The Last Name,30.217,351,average,Mystery
2006,The Girl Who Leapt Through Time,30.209,1558,popular,Fantasy
2006,The Girl Who Leapt Through Time,30.209,1558,popular,Animation
2006,The Girl Who Leapt Through Time,30.209,1558,popular,Drama
2006,The Girl Who Leapt Through Time,30.209,1558,popular,Science Fiction
2015,Max,30.204,635,average,Adventure
2015,Max,30.204,635,average,Drama
2021,The Secret Lives of College Freshmen,30.203,1,not_popular,TV Movie
2021,The Secret Lives of College Freshmen,30.203,1,not_popular,Thriller
2013,Gravity,30.2,13149,popular,Science Fiction
2013,Gravity,30.2,13149,popular,Thriller
2013,Gravity,30.2,13149,popular,Drama
1981,An American Werewolf in London,30.198,1762,popular,Horror
1981,An American Werewolf in London,30.198,1762,popular,Comedy
2017,Molly's Game,30.181,3033,average,Crime
2017,Molly's Game,30.181,3033,average,Drama
2014,Beauty and the Beast,30.17,1763,below_avg,Fantasy
2014,Beauty and the Beast,30.17,1763,below_avg,Romance
1984,Top Secret!,30.156,825,average,Comedy
1989,The Gods Must Be Crazy II,30.149,353,average,Action
1989,The Gods Must Be Crazy II,30.149,353,average,Comedy
1998,Six Days Seven Nights,30.125,1100,below_avg,Adventure
1998,Six Days Seven Nights,30.125,1100,below_avg,Action
1998,Six Days Seven Nights,30.125,1100,below_avg,Comedy
1998,Six Days Seven Nights,30.125,1100,below_avg,Romance
1980,Cannibal Holocaust,30.117,1180,below_avg,Horror
2003,The Dreamers,30.09,2304,popular,Drama
2003,The Dreamers,30.09,2304,popular,Romance
2013,Water and Fire,30.088,103,popular,Drama
2013,Water and Fire,30.088,103,popular,Romance
1990,Dances with Wolves,30.087,3289,popular,Adventure
1990,Dances with Wolves,30.087,3289,popular,Drama
1990,Dances with Wolves,30.087,3289,popular,Western
1979,Apocalypse Now,30.087,6379,popular,Drama
1979,Apocalypse Now,30.087,6379,popular,War
2018,Blockers,30.086,1646,below_avg,Comedy
2014,Paddington,30.073,2837,average,Comedy
2014,Paddington,30.073,2837,average,Adventure
2014,Paddington,30.073,2837,average,Family
1994,The Voyeur,30.071,116,not_popular,Drama
1994,The Voyeur,30.071,116,not_popular,Romance
2018,Revenge,30.039,1367,below_avg,Action
2018,Revenge,30.039,1367,below_avg,Thriller
2018,Revenge,30.039,1367,below_avg,Horror
2021,No Man of God,30.034,103,average,Crime
2021,No Man of God,30.034,103,average,History
